Issue ID	Title	Status	Assignee	Labels	Last Sync	Link	analysis	effort_level	reasoning	recommended_implementation
23165	feat(cli): add /context command to show context window breakdown	OPEN		area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/23165	Implement a new `/context` slash command that displays a detailed breakdown of the current token usage, including system instructions, chat history, and attached files.	medium	Implementing a new slash command with a multi-part visual UI (segmented bar, table) using Ink requires state synchronization with the chat session's token metrics. While the underlying data exists in the Summarizer and GeminiChat services, formatting the breakdown, calculating estimates like turns remaining, and ensuring the UI fits the compact requirements involves non-trivial logic and component integration across the CLI and service layers.	
22980	Clean up inconsistent naming conventions, configuration architecture, and documentation to improve developer experience	OPEN		area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22980	Perform a comprehensive cleanup of naming conventions, configuration structures, and internal documentation across the entire monorepo to improve developer ergonomics.	large	This task involves a comprehensive refactoring of configuration schemas, public-facing CLI commands, and internal naming conventions across the entire monorepo. Because it impacts exported APIs and core configuration architecture, it requires synchronized changes across multiple packages, extensive updates to unit and integration tests to prevent regressions, and a complete overhaul of the documentation. The breadth of the changes and the risk of breaking core functionality across the project align with the criteria for a Large effort level.	
22958	Refactor AgentConfigDialog	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22958	Refactor the `AgentConfigDialog` component to improve maintainability and simplify its complex state management.	medium	Refactoring the AgentConfigDialog involves complex React/Ink state management, transitioning to a store pattern, and implementing dynamic schema validation. This aligns with the Medium criteria as it requires logic tracing for UI state synchronization (e.g., focus and input buffers) and adjustments to validation logic across multiple sub-components.	
22884	UX: `/mcp list` in interactive mode does not show tools from subagent-specific MCP servers	OPEN		area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22884	Fix the issue where `/mcp list` only shows tools from global MCP servers, ignoring those specifically attached to active subagents.	medium	The fix requires logic tracing and integration across multiple components, specifically the CLI command layer and the core McpClientManager/McpClient logic. It involves refactoring how tools are aggregated from multiple registries (global and subagent-specific), which falls under the Medium criteria for service integration and state synchronization across components.	
22743	Discover extensions under the current workspace	OPEN		area/extensions, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22743	Enable automatic discovery of extensions located within the current workspace (e.g., in a `.gemini/extensions` folder).	medium	Implementing workspace-relative extension discovery requires modifying the ExtensionLoader to include new filesystem search paths and path resolution logic. It also necessitates a trust-check mechanism for local code execution to ensure security, which involves logic tracing and integration across the configuration and extension loading subsystems, fitting the criteria for logic tracing and filesystem/path resolution.	
22729	Implement getCustomExcludes and expose customExcludePatterns setting	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22729	Implement a `customExcludePatterns` setting to allow users to define project-specific file patterns that should be ignored by all tools.	small	The task involves adding a new field to the configuration schema (likely a Zod schema) and implementing a simple getter method in the Config class. The core logic for consuming these patterns is already present in the FileExclusions class, which currently uses a placeholder. This is a localized configuration update that fits the 'Trivial Logic/Config' criteria.	Add `context.customExcludePatterns` (string array) to `settingsSchema.ts`. Update the `getIgnoreFilter` function in `ignorePatterns.ts` to merge these user patterns with the default excludes.
22666	Stale closures, excessive effect and state, unideal use of useSettingsStore	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22666	Deep refactor of the React-based TUI layer to fix stale closures, optimize `useEffect` usage, and reduce unnecessary re-renders in `AppContainer`.	large	The issue describes a deep, foundational refactor of the React-based TUI layer across the entire codebase. Addressing stale closures, optimizing state/effect patterns, and resolving race conditions in the terminal event loop involves complex state synchronization and architectural cleanup that exceeds the scope of localized fixes, fitting the criteria for a major subsystem overhaul.	
22651	UI: Need expand/collapse feature for Pasted Text and Image chips to prevent context contamination	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22651	Add an expand/collapse feature for large pasted text blocks and image chips in the chat history to improve TUI readability.	medium	Implementing an expand/collapse toggle in an Ink-based TUI requires managing component state for visibility and handling keyboard/focus events to trigger the toggle. This falls under React/Ink state management and UI synchronization, as it involves modifying the input buffer rendering and potentially the message content components to handle interactive previews without disrupting the terminal layout.	
22644	[FEATURE]: Allow custom session ID when starting google-gemini -CLI(e.g., --session my-project)	OPEN		status/need-triage, area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22644	Add a `--session <id>` command-line flag to allow users to start the CLI with a specific, named session ID instead of a random UUID.	small	Adding a CLI flag to override a session ID is a straightforward configuration change. Since the session ID is already a parameter in the Config class, this task only requires updating the CLI argument parser (e.g., commander) and passing the value to the session initialization logic, fitting the criteria for a localized logic/config update.	Add the `session` option to the Yargs config in `packages/cli/src/config/config.ts`. In `gemini.tsx`, pass this value to the `Config` constructor instead of allowing it to generate a random UUID.
22627	Feature request: Mermaid diagram preview for generated mermaid code	OPEN		area/core, status/possible-duplicate, help wanted, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22627	Implement a preview mechanism for Mermaid diagrams generated by the model.	medium	Implementing a Mermaid preview requires adding logic to detect specific code blocks within the model's output, managing temporary filesystem resources for the HTML generation, and integrating with a browser-opening utility. This involves asynchronous flow management and service integration that goes beyond simple UI tweaks but does not reach the architectural complexity of core protocol changes.	
22563	feat: add /fork command for session branching	OPEN		area/core, help wanted, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22563	Implement a `/fork` command that creates a new, independent session starting with the history of the current one.	medium	Implementing the /fork command requires integrating logic across the SlashCommandService and ChatRecordingService. It involves asynchronous file system operations to duplicate session records, generating new session IDs, and ensuring state consistency between the current memory-resident conversation and the new persisted file. This falls under the medium category as it involves service integration and asynchronous flow management.	
22510	Feature: Batch confirmation for multi-file edits	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22510	Add a batch confirmation feature that allows users to approve all pending tool calls (e.g., multiple file edits) with a single interaction.	medium	Implementing batch confirmation requires modifying state management in the CLI's Ink components to aggregate pending tool calls and updating the core ConfirmationBus to handle bulk approval signals. This involves logic tracing across packages and managing asynchronous UI states, which fits the criteria for medium effort.	
22370	"Support for Asynchronous ""Push"" Triggers / External Wake-up for Idle Agent Sessions"	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22370	Support asynchronous 'push' triggers that can wake up an idle agent session from an external source, such as an MCP server notification or a webhook.	large	This task requires a fundamental architectural shift from a pull-based interaction model to a push-based one. It involves implementing a persistent background listener (IPC or socket-based), modifying the core AgentScheduler to handle externally triggered turns, and managing complex state synchronization within the Ink-based InteractiveCli to ensure the UI updates correctly when an external event occurs while the user is idle. This aligns with the criteria for major architectural changes and subsystem modifications.	
22288	Feature Request: Environment Variable expansion and injection inside settings.json	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22288	Enable environment variable expansion (e.g., `${VAR_NAME}`) for all string values within the `settings.json` configuration file.	small	The core logic for environment variable expansion is already implemented in the provided envVarResolver.ts utility. The task only requires integrating this existing function into the settings loading pipeline within the config module and adding corresponding unit tests, which is a highly localized and straightforward change.	In `loadSettings` (packages/cli/src/config/settings.ts), after parsing the JSON but before validation, pass the settings object through `resolveEnvVarsInObject()`.
22249	"[MCP] ""Method not found"" error when using tools with Elicitation support"	OPEN		status/need-triage, area/extensions, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22249	Resolve the 'Method not found' error occurring during MCP tool calls that involve Gemini's elicitation (user-clarification) flow.	large	Implementing MCP Elicitation support requires adding server-to-client request handling, which is a significant protocol addition to the current MCP integration. This involves complex state management to pause tool execution, transition the Ink-based UI to an interactive input state, and route user feedback back through the transport layer. According to the criteria, modifications to MCP integrations and handling complex asynchronous flows across major subsystems qualify as Large effort.	
22184	# [BUG Report] Logger Architecture Needs Refactor	OPEN		priority/p2, area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22184	Perform a major refactor of the logging architecture to provide a more consistent, extensible, and performant observability layer.	large	Refactoring the logging architecture is a cross-cutting architectural change that involves defining a new standardized interface and implementing a provider-based pattern for different sinks (telemetry, file, TUI). As noted in the previous analysis, this requires updating hundreds of call sites across multiple packages and modifying core primitives in the core package, fitting the criteria for a major subsystem overhaul.	
22130	[UI] Refactor Hardcoded Layout Constants in ThemeDialog	OPEN		area/core, help wanted, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22130	Refactor the hardcoded layout constants and magic numbers in the `ThemeDialog` component to use shared theme values.	small	This task is a localized static refactoring of UI constants within a single file (ThemeDialog.tsx). It involves extracting magic numbers into constants or a shared theme configuration, which aligns with the criteria for small effort tasks such as UI/aesthetic adjustments and static refactoring.	Extract values like `DIALOG_WIDTH` and `PADDING` to the top of the file or import them from `packages/cli/src/ui/semantic-colors.js`.
22083	feat(cli): expose model thinking events in --output-format stream-json	OPEN		priority/p2, area/non-interactive, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22083	Expose the model's internal 'thinking' process events in the `--output-format stream-json` mode for better transparency in headless execution.	small	The task is highly localized, requiring updates to a type definition and a single event handling loop in the non-interactive CLI. It follows existing patterns for JSON streaming and does not involve complex state management or architectural changes, fitting the criteria for a small effort level.	In `useGeminiStream.ts`, update the `stream-json` emitter to check for parts with the `thought: true` flag (or equivalent from the API) and include their content in the output chunk.
22019	feat(cli): add 'remove' and 'clear' subcommands to '/directory' command	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/22019	Extend the `/directory` command with new `remove <path>` and `clear` subcommands to allow better management of the active workspace context.	small	This task is a localized extension of an existing command. It involves adding two subcommands ('remove' and 'clear') to the '/directory' handler and implementing the corresponding logic in the DirectoryManager. Since the infrastructure for directory management and command parsing is already in place, this is a straightforward logic update constrained to 1-2 files.	Add `directoryRemoveCommand` and `directoryClearCommand` to the subcommands array in `packages/cli/src/ui/commands/directoryCommand.ts`. The actions should call `config.removeIncludedDirectory()` or `config.clearIncludedDirectories()`.
21999	[UX/CORE] Background Process Management & Persistence	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21999	Implement a background process management system that can track, manage, and persist long-running tasks (like background servers) across CLI sessions.	medium	Implementing persistent background process management requires creating a file-based registry to track PIDs across sessions, modifying the ShellExecutionService to synchronize with this registry, and adding new CLI command handlers. This involves state management, filesystem I/O, and process lifecycle validation, fitting the Medium criteria for logic tracing and integration across components.	
21987	feat(cli): Add `doctor` command for config validation and diagnostics	OPEN		status/need-triage, area/core	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21987	Implement a new `/doctor` command to perform system-wide health checks, including authentication status, network connectivity to Gemini API, and configuration validity.	medium	Implementing a `doctor` command involves integrating multiple subsystems including configuration validation, authentication status, and network connectivity. It requires creating a new command handler, developing a diagnostic reporting UI in Ink, and implementing logic for the `--fix` flag which involves programmatic file system modifications. This aligns with the Medium criteria for service integration, state management, and validation logic across several components.	
21981	Not really a bug, but an annoyance. When it's doing an acive job checking a lot of files an processes it interupts typing out a new message with approval boxes.. pretty annoying.	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21981	Refactor the TUI to prevent asynchronous tool approval prompts from interrupting the user's current typing flow in the `Composer`.	medium	This task involves managing React/Ink state and focus synchronization between the Composer and the Tool Approval components. It requires ensuring that the input buffer remains active and focused while asynchronously rendering approval prompts, which falls under the Medium effort category for state management and UI focus logic.	
21974	feat(cli) : Add Thinking Level selection to the interactive `/model` UI	OPEN		area/core, 🔒 maintainer only	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21974	Add a 'Thinking Level' (budget) selection to the interactive `/model` selection dialog.	medium	Adding a 'Thinking Level' selection to the interactive `/model` UI involves modifying React/Ink state management and navigation logic within the ModelDialog component. It requires synchronizing the UI state with the underlying model configuration and ensuring the selection is correctly applied to the generation parameters, which aligns with the Medium effort criteria for state management and component integration.	In `ModelDialog.tsx`, add a new selection list for thinking budgets (e.g., 'Low', 'Medium', 'High'). Update the `onSelect` callback to persist the chosen budget to the model configuration.
21899	Better Settings UX.	OPEN		priority/p2, area/core, status/possible-duplicate, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21899	Improve the Settings UI by adding categories, search functionality, and better descriptions for complex configuration options.	medium	The issue involves multiple interconnected UX improvements within the Settings UI, specifically requiring React/Ink state management to resolve input focus conflicts (j/k keys), conditional rendering logic for the restart prompt, and UI synchronization. These tasks require logic tracing and state handling across the SettingsDialog component rather than simple static changes, fitting the criteria for Medium effort.	
21869	RFC: Hands-Free Multimodal Voice Mode Architecture for Gemini CLI	OPEN		priority/p2, area/core, status/possible-duplicate, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21869	Implement the core architecture for Hands-Free Multimodal Voice Mode, including continuous audio streaming and voice activity detection (VAD).	large	This task involves implementing a major new subsystem for real-time multimodal voice interaction. It requires complex architectural changes, including managing continuous WebSocket audio streams, integrating with system-level audio APIs, and handling high-concurrency streaming data, which aligns with the criteria for Large effort.	
21823	[Feature Request] Increase MCP tool limit from 100 to 500	OPEN		area/core, area/agent, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21823	Increase the hardcoded limit for the number of tools a single MCP server can expose to the agent.	small	Increasing a hardcoded limit or default configuration value is a trivial logic change that typically involves modifying a single constant in the MCP management logic. This fits the criteria for a small effort level as it is highly localized and easily verifiable.	In `packages/core/src/tools/mcp-client-manager.ts`, locate the `MAX_TOOLS_PER_SERVER` constant and update its value from `100` to `500`.
21773	Yellow background is horrible	OPEN		area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21773	Change the default background color used for code blocks and highlighted text to improve readability and visual appeal.	small	The issue involves localized UI aesthetic adjustments and minor logic fixes. Specifically, it requires changing default theme color constants and ensuring the 'useBackgroundColor' setting is correctly applied within the Ink components. The secondary issue regarding the bug report link is a string/content update. These tasks are constrained to the UI/theme layer and do not impact core application logic or complex state management.	Update the `codeBackground` or equivalent color value in `packages/cli/src/ui/semantic-colors.js` to a more neutral or customizable color.
21675	[Feature Request/UI] Map Shift+Enter to newline for multi-line prompt entry	OPEN		priority/p2, area/core	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21675	Enable `Shift+Enter` to insert a newline into the prompt buffer, allowing for easier multi-line prompt entry without immediate submission.	medium	Implementing Shift+Enter in a terminal environment is more complex than a standard web UI because many terminal emulators do not distinguish between Enter and Shift+Enter by default. This requires logic tracing within the Ink-based TextInput component to handle specific ANSI escape sequences and manage the input buffer state, fitting the criteria for React/Ink state management and input synchronization.	
21649	[Feature] Add configuration schema for Hands-Free Multimodal Voice Mode	OPEN		area/core, 🔒 maintainer only	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21649	Add the configuration schema and persistence logic for the proposed Hands-Free Multimodal Voice Mode.	small	The task involves adding a new configuration object to the existing settingsSchema.ts file. This is a localized change to a schema definition, which falls under the 'Trivial Logic/Config' category of the Small effort level. It does not require implementing the actual voice processing logic, only the metadata and default values for the settings.	Add a new `voice` section to `packages/cli/src/config/settingsSchema.ts` with fields like `handsFreeEnabled`, `autoSilenceTimeout`, and `preferredInputDevice`.
21615	Hooks: Attach agent information	OPEN		area/core, 🔒 maintainer only	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21615	Enhance the lifecycle hook system by attaching active agent metadata to the context passed to each hook execution.	medium	This task requires modifying the HookContext interface and updating the hook trigger points within the agent execution lifecycle. It involves tracing logic across the hook system and agent management components to ensure metadata is correctly propagated, fitting the criteria for logic tracing and integration across multiple components.	In `packages/core/src/hooks/types.ts`, add an optional `agent` field to `HookContext`. Update `HookSystem.ts` to populate this field from the active `AgentContext` before executing any registered hooks.
21602	Request: Wrap long prompts in Tool Confirmation Screen instead of truncating	OPEN		area/core, help wanted, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21602	Modify the tool confirmation screen to wrap long input prompts and command arguments instead of truncating them.	small	This is a localized UI adjustment within an Ink component. It involves modifying the layout properties of the ToolConfirmationMessage component to enable text wrapping instead of truncation, which aligns with the criteria for minor tweaks to structural layouts in Ink components.	"In `packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx`, locate the `<Text>` component rendering the tool arguments and add the `wrap=""wrap""` prop, while ensuring the parent container has a fixed width or `flexGrow: 1`."
21505	docs(sdk): add JSDoc to exported interfaces in packages/sdk/src/types.ts	OPEN		area/core, area/agent, area/documentation, help wanted, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21505	Add comprehensive JSDoc documentation to all public interfaces and types exported by the SDK package.	small	This is a documentation-only task that involves adding JSDoc comments to a single file (packages/sdk/src/types.ts). It falls under the 'String/Content Updates' category as it does not affect runtime logic or require complex testing.	Iterate through `packages/sdk/src/types.ts` and add descriptive JSDoc comments to each `interface` and `type` declaration, explaining the purpose and valid values for each field.
21493	feat(ui): refine focus highlight for selection lists and settings items	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21493	Improve the visual clarity of the focus highlight in interactive selection lists and the settings dialog.	small	The changes are localized to two UI components (BaseSelectionList and BaseSettingsDialog) and involve aesthetic refinements such as padding, color adjustments, and layout logic within the Ink framework. These modifications align with the criteria for minor UI/aesthetic adjustments and are easily verifiable through updated unit tests.	Update the `focus` styles in `packages/cli/src/ui/hooks/useSelectionList.ts` and `SettingsDialog.tsx` to use a more prominent color from the `theme` object, such as `theme.status.info`.
21484	feat(cli): Interactive Progress Visualization & Task Stepping	OPEN		area/core, 🔒 maintainer only	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21484	Implement a new interactive visualization system to track the progress of complex, multi-step agent tasks and allow users to 'step through' individual tool executions.	large	Implementing a hierarchical task tree and a step-through execution mode requires significant architectural changes to the core Scheduler and the introduction of complex state management within the Ink TUI. This involves modifying the task execution pipeline to support pausing/resuming and building a sophisticated UI component to visualize nested tool calls, which aligns with the criteria for Large effort (3+ days).	
21424	perf(core): optimize shell execution and environment handling	OPEN		priority/p2, area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21424	Optimize the performance of shell command execution and environment variable handling within the core agent loop.	large	Optimizing shell execution and environment handling involves deep platform-specific complexities, particularly regarding child process management and shell-specific behavior (PowerShell vs. POSIX). The task requires profiling and potentially refactoring the core execution path in ShellExecutionService, implementing efficient environment inheritance, and ensuring robustness across different OS environments, which aligns with the criteria for Large effort involving major subsystems and platform-specific child process management.	
21410	"Feature Request: Native SOCKS5 proxy support to resolve frequent ""fetch failed"" errors on large contexts"	OPEN		priority/p2, area/core	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21410	Add native support for SOCKS5 proxies to resolve network errors occurring in environments with restrictive connectivity.	medium	Implementing native SOCKS5 support requires more than a simple configuration change because the underlying 'undici' library used in fetch.ts does not natively support SOCKS protocols via its ProxyAgent. This task involves integrating a new dependency (e.g., socks-proxy-agent), refactoring the global dispatcher logic to switch between standard Agents, HTTP ProxyAgents, and SOCKS Agents based on the protocol, and ensuring that timeout and stream handling remain stable for large contexts as requested.	
21400	Add an update command	OPEN		priority/p2, area/core, help wanted	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21400	Implement an `/update` slash command that allows users to check for and install the latest version of the Gemini CLI directly from the terminal.	medium	Implementing an update command requires integrating with external registries (npm/GitHub) to check for versions, detecting the user's specific installation environment (npm, brew, uvx), and managing child processes to execute the update. This involves asynchronous flow control and cross-platform logic tracing, which fits the Medium effort criteria.	
21373	feat: Display small tag instead of long version strings in CLI	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21373	Shorten the version string displayed in the CLI header by using a compact 'tag' style (e.g., 'v0.40.0') instead of the full build/commit hash.	small	This is a localized UI/aesthetic adjustment involving simple string formatting or truncation in the header component. It falls under the 'UI/Aesthetic Adjustments' and 'String/Content Updates' criteria, requiring changes to likely only one file with no complex state management or architectural impact.	In `packages/cli/src/ui/components/AppHeader.tsx`, add a helper to parse the version string and return only the major/minor/patch segments for display.
21368	Don't use Ctrl + B as shortcut	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21368	Change the default keyboard shortcut for background task toggling to avoid conflicts with `Ctrl+B` commonly used in terminal multiplexers like tmux.	small	Changing a keyboard shortcut in an Ink-based CLI application is a highly localized fix. It involves identifying the specific input handler (likely using the useInput hook) and updating the conditional logic or configuration constant that triggers the background task view. This falls under the 'Trivial Logic/Config' category and should take less than a day to implement and verify.	In `packages/cli/src/ui/contexts/KeypressContext.tsx`, update the mapping for toggling the background task view from `ctrl+b` to a different key combination, such as `ctrl+l` or `ctrl+alt+b`.
21285	Idea: Terminal Soundscapes (DX Sonification) for GSoC 2026	OPEN		area/core, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21285	Implement an experimental 'Terminal Soundscapes' feature that provides optional audio feedback for various CLI states and transitions.	large	Implementing a cross-platform audio notification system involves significant platform-specific complexity, requiring the management of child processes (afplay, powershell, etc.) to ensure non-blocking execution within the Ink-based CLI. It qualifies as a major subsystem implementation that must synchronize with the core streaming state and handle diverse OS environments, aligning with the criteria for large effort.	
21145	Support CamelCase and acronym matching in file search	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21145	Enhance the fuzzy file search logic to support CamelCase matching (e.g., 'GH' matching 'GeminiHelper') and acronym-based filtering.	medium	Implementing CamelCase and acronym matching requires modifying the search logic in both the core file search utility and the autocomplete hook. It involves moving away from simple lowercase normalization to a case-sensitive or smart-case fuzzy matching algorithm (like AsyncFzf with proper configuration), which requires careful tuning of scoring and robust testing to ensure expected ranking behavior.	
21144	[Epic] Improve overall file search and autocomplete experience	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/21144	A broad epic task to improve the overall performance, ranking, and user experience of file search and auto-completion across the CLI.	large	This is an epic encompassing multiple complex tasks including fuzzy matching algorithms, camelCase matching, and performance optimizations for large codebases. These improvements require architectural changes to filesystem indexing and search logic across both core and CLI packages, fitting the criteria for a large effort (3+ days).	
20858	SDK: GeminiCliSession needs an approval callback mechanism (currently hardcodes PolicyDecision.ALLOW)	OPEN		status/need-triage, area/non-interactive, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20858	Introduce an asynchronous approval callback mechanism in the SDK to allow programmatic control over tool execution, replacing the current hardcoded 'ALLOW' policy.	medium	This task requires modifying the SDK's session logic to support an asynchronous callback mechanism. It involves integrating the GeminiCliSession with the existing ConfirmationBus and PolicyEngine, ensuring that the execution flow correctly suspends and resumes based on external input. This falls under Service Integration and Asynchronous Flow in the Medium category.	
20838	CTRL-z removes unfinished open questions in AskUser tool	OPEN		priority/p2, area/core, help wanted, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20838	Fix a UI bug where pressing `Ctrl+Z` (Undo) incorrectly clears the active `AskUser` tool dialog or its internal state.	medium	The issue involves state management within the Ink/React TUI layer, specifically maintaining the input buffer state across process suspension (SIGTSTP/SIGCONT). This falls under the 'React/Ink State Management' and 'input buffers' category for Medium effort, as it requires tracing how the component lifecycle reacts to terminal signals and ensuring the TextInput state is not reset or incorrectly processed as an 'undo' command before the process backgrounds.	In `packages/cli/src/ui/components/shared/TextInput.tsx`, ensure that the `ctrl+z` event calls `event.stopPropagation()` after updating the local buffer state to prevent it from reaching global command handlers.
20782	[Proposal] Stateful Remote WebSocket API for Interactive Control	OPEN		area/core, 🔒 maintainer only	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20782	Design and implement a stateful remote WebSocket API to allow external applications to interact with and control an active agent session.	large	This proposal requires significant architectural changes, including the design and implementation of a new stateful WebSocket protocol and server component. It involves complex state serialization of the AgentScheduler, session persistence logic, and real-time command multiplexing, which aligns with the criteria for major subsystem development and core protocol changes.	
20698	"Feature Request: 1. Please add a ""Side-by-Side"" diff view option for the ""Action Required"" confirmation prompt when modifying files. 2. Please stop stripping ANSI color codes from the output of `run_shell_command`, so external diff tools like `delta --colo"	OPEN		area/core, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20698	1. Implement a side-by-side diff view for file modifications. 2. Preserve ANSI color codes in the output of shell commands for compatibility with external tools like `delta`.	medium	Implementing a side-by-side diff view in Ink is a non-trivial UI task requiring layout management, line alignment logic, and terminal width handling. Additionally, modifying the shell tool to selectively preserve ANSI escape sequences involves adjusting output sanitization and serialization logic, which aligns with the Medium criteria for ANSI handling and UI state synchronization.	
20672	feat(sdk): Python SDK for Gemini CLI Agent with programmatic access for the Python/ML ecosystem	OPEN		status/need-triage, area/non-interactive	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20672	Develop a native Python SDK that provides programmatic access to the Gemini CLI agent, targeting the Python/ML ecosystem.	large	Developing a full Python SDK from scratch to mirror the TypeScript SDK is a major subsystem implementation. It requires porting core protocol handling (ACP), session management, and tool execution logic to a new language ecosystem, which involves significant architectural work and extensive testing to ensure parity, fitting the criteria for 3+ days of effort.	
20480	Feature: evolve --resume to support resuming sessions from any folder via session ID	OPEN		area/core, help wanted	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20480	Enhance the `--resume` command to support globally addressable session IDs, allowing users to resume a session from any folder regardless of where it was originally started.	medium	Implementing global session IDs requires modifying the session storage and retrieval logic to support cross-directory lookups. This involves updating the CLI argument parser to handle optional IDs, modifying the session manager to scan a global directory (e.g., ~/.gemini/sessions), and ensuring the UI displays the ID upon exit. It falls under Medium effort as it involves logic tracing, filesystem path resolution, and integration across the CLI, session management, and UI components.	Update `resolveSession` in `packages/cli/src/utils/sessions.ts` to perform a recursive search in the global sessions root if the provided identifier does not match any session in the current project's subdirectory.
20476	Allow extensions to contribute status segments to the Footer	OPEN		area/extensions, 🔒 maintainer only, type/feature	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20476	Implement a plugin system that allows CLI extensions to contribute custom status segments (text or icons) to the TUI footer bar.	medium	This task requires modifying the extension manifest schema, updating the ExtensionLoader to register new contribution types, and implementing state synchronization between the extension lifecycle and the Ink-based Footer component. It involves handling asynchronous data flows from external scripts or hooks and ensuring the UI updates reactively, which fits the criteria for Medium effort involving state management and service integration.	
20227	feat(cli): Add ability to cycle through models and mark favorites	OPEN		priority/p3, area/core, status/needs-info, help wanted	2026-04-21	https://github.com/google-gemini/gemini-cli/issues/20227	Add a feature to cycle through available models using a keyboard shortcut and allow users to mark specific models as favorites for quick access.	medium	Implementing model cycling and favorites requires changes across multiple layers: updating the configuration schema (Zod), modifying the ModelDialog Ink component for stateful toggling, and implementing global keyboard listeners for cycling. This involves state synchronization between the configuration and the active UI session, which fits the criteria for Medium effort involving React/Ink state management and integration across components.	Add `ui.favoriteModels` to `settingsSchema.ts`. In `packages/cli/src/ui/contexts/KeypressContext.tsx`, map a new shortcut (e.g., `Ctrl+M`) to a function that calls `config.setNextFavoriteModel()`.
